1989144	0.99933004
1989742	0.99779236
1992624	0.9872706
1994326	0.99632543
1995152	5.22E-01
1996748	9.91E-01
1997180	0.32552826
1997184	0.023275802
1997178	0.8077918
1997995	0.4402484
1977347	0.9988858
1977592	1.00E+00
1977770	0.9996743
1977838	0.9992525
1977989	0.9994678
1978378	0.99847776
1978388	9.99E-01
1978443	0.99986744
1978637	9.99E-01
1978665	0.99992704
1980049	0.98877406
1980266	0.98877406
1980493	0.99027747
1980524	0.98481536
1980679	0.99854493
1980789	0.9994248
1980839	0.9926286
1981248	9.99E-01
1981605	0.9965836
1981931	0.18449129
1982009	0.9972697
1982121	0.9972697
1982278	0.9972697
1982319	0.9972697
1982412	0.9972697
1982486	0.9972697
1982576	9.97E-01
1983173	0.99847144
1983270	0.9972697
1983306	0.9972697
1983326	0.9972697
1983452	0.9972697
1983522	0.9972697
1983548	0.9972697
1984252	0.9981066
1984348	0.9998783
1984380	0.9999013
1984428	1.00E+00
1985338	0.99933004
1985950	0.9981134
1985985	0.38198426
1986010	0.60158616
1986982	0.997335
1987537	0.28088662
1987554	0.11308772
1987542	0.58426714
1987531	0.1912828
1987541	0.17223017
1987529	2.09E-02
1987527	1.54E-02
1987535	0.07611065
1987517	0.39359847
1987545	0.002465335
1987568	0.18126626
1987582	1.62E-02
1987557	0.002820905
1987565	1.35E-02
1987576	1.80E-02
1987577	4.71E-02
1987575	1.50E-01
1987579	1.66E-03
1987589	3.05E-01
1987563	0.22741371
1987584	4.04E-02
1987566	0.002924825
1987595	8.71E-03
1987592	6.60E-02
1987587	0.018646644
1987605	0.08093604
1987593	0.049261637
1987607	6.05E-03
1987600	0.007629498
1987585	1.14E-01
1987611	1.24E-02
1987597	0.04177905
1987599	4.15E-01
1987604	0.120753326
1987606	4.22E-02
1987614	1.51E-02
1987612	0.34769914
1987615	8.60E-02
1987608	1.65E-01
1987572	2.28E-02
1987627	3.98E-02
1987622	0.014216778
1987616	5.74E-02
1987634	7.71E-02
1987618	0.6364439
1987638	4.03E-03
1987578	6.31E-02
1987645	0.1348379
1987624	0.11324779
1987643	0.054441374
1987648	1.83E-02
1987642	0.006489856
1987635	0.055475075
1987669	0.010404062
1987651	0.21611437
1987644	0.2405746
1987660	1.56E-02
1987661	0.02540477
1987657	8.02E-02
1987667	3.40E-02
1987637	0.10046771
1987675	0.17333432
1987687	0.003609413
1987677	2.52E-02
1987685	1.81E-01
1987693	0.27696323
1987668	1.64E-02
1987688	0.010563733
1987646	0.005296069
1987700	2.13E-02
1987674	1.45E-02
1987696	5.76E-02
1987698	0.08688316
1987702	0.15659212
1987701	0.07643425
1987705	0.025315354
1987707	0.055068575
1987722	5.00E-02
1987699	3.95E-01
1987703	0.17908904
1987720	8.16E-02
1987727	1.33E-02
1987718	0.07257708
1987716	0.088001125
1987719	0.48517495
1987671	1.48E-01
1987734	0.014033099
1987733	1.34E-02
1987738	0.056539528
1987736	0.02407165
1987731	0.955323
1987737	0.011970124
1987748	0.25302166
1987759	0.15696812
1987746	0.4401662
1987742	0.0806452
1987766	0.010088653
1987752	0.17654854
1987726	0.7399169
1987753	0.020713326
