1989144	0.9999659
1989742	0.99999356
1992624	0.9249212
1994326	0.998078
1995152	7.99E-04
1996748	9.97E-01
1997180	0.6174222
1997184	0.3020008
1997178	0.99679524
1997995	0.21433616
1977347	0.9999852
1977592	1.00E+00
1977770	0.99999964
1977838	0.99997354
1977989	0.99999225
1978378	0.99999976
1978388	1.00E+00
1978443	0.9999993
1978637	1.00E+00
1978665	1
1980049	0.9994388
1980266	0.9994388
1980493	0.9955178
1980524	0.99923193
1980679	0.9999918
1980789	0.99999964
1980839	0.9901646
1981248	1.00E+00
1981605	0.9919985
1981931	0.86777705
1982009	0.9999999
1982121	0.9999999
1982278	0.9999999
1982319	0.9999999
1982412	0.9999999
1982486	0.9999999
1982576	1.00E+00
1983173	0.9999765
1983270	0.9999999
1983306	0.9999999
1983326	0.9999999
1983452	0.9999999
1983522	0.9999999
1983548	0.9999999
1984252	0.99999917
1984348	0.99999964
1984380	0.8480609
1984428	1.00E+00
1985338	0.9999659
1985950	0.99987817
1985985	0.89952457
1986010	0.38619262
1986982	0.99994576
1987537	0.1926851
1987554	0.00411573
1987542	0.00566619
1987531	0.00102159
1987541	0.19544984
1987529	5.08E-07
1987527	3.38E-05
1987535	0.0198118
1987517	0.05081735
1987545	0.07910045
1987568	0.03901669
1987582	3.32E-04
1987557	0.00110322
1987565	1.39E-04
1987576	9.84E-05
1987577	1.00E-03
1987575	7.18E-04
1987579	3.81E-05
1987589	6.10E-04
1987563	0.00627669
1987584	3.19E-03
1987566	0.05784569
1987595	4.35E-04
1987592	2.87E-03
1987587	0.00170561
1987605	0.76872706
1987593	0.00175656
1987607	6.01E-04
1987600	0.03084204
1987585	3.47E-03
1987611	2.88E-05
1987597	0.14975697
1987599	2.26E-01
1987604	0.00636889
1987606	4.57E-05
1987614	6.33E-05
1987612	0.7874338
1987615	9.05E-03
1987608	5.85E-05
1987572	6.48E-02
1987627	1.43E-04
1987622	0.00339558
1987616	2.29E-04
1987634	1.24E-02
1987618	0.1126006
1987638	5.46E-05
1987578	1.44E-03
1987645	0.25577754
1987624	0.26659617
1987643	0.18785217
1987648	6.76E-05
1987642	0.24987854
1987635	0.02597648
1987669	0.01976368
1987651	0.00257659
1987644	0.00790413
1987660	4.50E-05
1987661	0.00136706
1987657	2.66E-02
1987667	7.55E-04
1987637	0.0037412
1987675	0.0015681
1987687	0.00159104
1987677	1.08E-02
1987685	8.59E-05
1987693	0.00199016
1987668	1.75E-03
1987688	0.27494597
1987646	0.02148702
1987700	6.15E-05
1987674	2.38E-04
1987696	1.37E-02
1987698	0.00308696
1987702	0.00504678
1987701	0.00109228
1987705	0.0332577
1987707	0.01010995
1987722	7.76E-05
1987699	1.35E-02
1987703	0.00163934
1987720	4.50E-03
1987727	1.74E-04
1987718	0.12122445
1987716	0.01141556
1987719	0.01380275
1987671	4.24E-04
1987734	0.0011452
1987733	3.75E-04
1987738	0.43768534
1987736	0.00106199
1987731	0.0234587
1987737	0.0013872
1987748	0.6072737
1987759	0.05100102
1987746	0.0025855
1987742	0.00642083
1987766	0.0064854
1987752	0.18847762
1987726	0.4922893
1987753	0.00178087
1987778	0.00275146
1987713	0.04662163
1987764	0.00838463
1987774	0.05658023
1987781	0.67489046
1987790	0.02176496
1987785	0.03559989
1987789	0.17686485
1987792	0.06568155
1987768	0.01520416
1987800	0.00372962
1987743	0.00118498
1987747	6.86E-04
